id,Response
151069,0.00040948020959074427
460048,0.0037171898312014177
362380,0.09082073873476845
191116,0.0003778613913962956
422660,0.44377072333543827
263755,0.2612988196906124
137848,0.0012724388268755735
299065,0.3552773180231579
161381,0.4659577657288444
52806,0.42339664266460453
211928,0.4627162045470817
170332,0.000503195524968794
334579,0.06659125854366575
72158,0.21925733846423903
130087,0.000671181590784829
340023,0.4287884097405025
133417,0.00031158071516454417
391456,0.4201527099630584
116032,0.31381271993134124
286302,0.1299386439365555
16921,0.2356475316229339
206398,0.0008877971407634577
198782,0.27932154623231964
429732,0.4065396164434314
125165,0.3610594359612554
183674,0.00038311295701522245
142651,0.46307008021546964
389569,0.00038546061537482945
13905,0.45317049981997337
177938,0.400317057989513
311226,0.0005744143850083906
240065,0.0005295811421532847
332036,0.4629649313651385
338826,0.00036350684357808053
370905,0.021730770081643428
249910,0.10496978936830346
249107,0.46457966080490437
95336,0.0006683331289804366
464962,0.0011727389700492991
336451,0.0005689387251851621
230368,0.2255505184081983
271828,0.24771715883537737
334261,0.45085653214145743
265709,0.13296983305538557
368466,0.0038609522374304173
493440,0.0004148420685464699
95298,0.00037574772497243967
391121,0.005003390019618989
234926,0.4498120797015233
306049,0.22979525218879648
169820,0.03206218599663227
349659,0.4712984011692029
207201,0.003922903407104853
499246,0.00037965497642092734
26039,0.0003712913957090134
279582,0.4037786720567525
331520,0.11744253951573723
257819,0.009871424844215349
121597,0.00031560940784743015
133630,0.46653148267220246
67415,0.4228380249124296
200464,0.0006095940026046028
220243,0.0004269862179226388
426804,0.00033836844889173246
96259,0.0005727277176200397
122791,0.0004350639512110712
88073,0.4631728655353891
40187,0.4541207417790855
505050,0.0026693972285021512
281103,0.258629194083391
326541,0.23792218512715224
93799,0.0003565259055161954
156353,0.14295974859231975
407619,0.4191698097738606
79516,0.0003755166951605888
2805,0.004043534671547084
77738,0.41528312934960604
183749,0.0008018402009441896
256010,0.0006350450148540978
341636,0.0003252836371054535
286622,0.00031794047603249924
320902,0.3174265440346183
219636,0.26966984876144034
136799,0.0005072270034316246
225956,0.0004280211023960846
370324,0.4272926152016799
281527,0.4456852714891541
164736,0.10569981773238313
386068,0.0036603610571235823
322774,0.08822194005366633
205195,0.46461872466560533
491522,0.0006143993621535722
484734,0.003723146214040812
175775,0.003876173144697754
496771,0.000646244117032596
166949,0.003693929762722689
131558,0.00037234419211467246
359725,0.0009656066573133104
344540,0.3048649742532285
180740,0.0005910879302690196
320438,0.0037494063782082636
413271,0.0006341809407835132
289557,0.42695855246885
111499,0.00048179021238792247
148237,0.46510705632420896
434193,0.3649366565833308
72949,0.00046891138824337514
322901,0.0029207683628485266
377434,0.4638217427539954
188333,0.00038152821824126903
230197,0.4468413226107845
427246,0.0008145072645157192
386653,0.0002991030222272205
174731,0.46595590041446144
82690,0.06046144999659129
85984,0.36257587449759976
164913,0.45160658432733547
345274,0.42368837066022225
204832,0.00033403631254067255
220129,0.00040479142373463104
55883,0.09234285693895003
175834,0.12814637723370137
168450,0.34517178012536703
443425,0.0006951252705187504
130605,0.0021095461775366663
204529,0.0004585632704629025
181501,0.07890623769912283
433671,0.0011174701155389204
347826,0.4033629296249384
98278,0.0006218050518741475
410711,0.4464521670738653
42204,0.0005807948701268672
261937,0.0003127691484830465
289302,0.0003908021749201699
19801,0.0038119332217533496
470862,0.0003477584707515811
35221,0.25475965445367177
84249,0.27670818055906055
399124,0.00025977106111762014
98966,0.0009640453907232421
67740,0.0018717263692312044
290239,0.0004928217951294417
89205,0.3722746070895876
482526,0.0003698476457831101
367066,0.06622697484883959
235007,0.4440883195311268
16236,0.0004292092352828001
51823,0.44555985748901755
345968,0.0064166563554661805
50742,0.0005743562294717586
37419,0.0003860808034847511
146101,0.4302584289741095
359943,0.4266947173867697
456341,0.00030431842766939635
286454,0.4257089623183093
334751,0.3423100655798834
251701,0.00037104828233932956
217099,0.00047438862987730766
454022,0.0006612766280673191
354600,0.39515670282471915
314922,0.09579756273456667
222608,0.04253176257857061
370315,0.034065938327857335
16122,0.23498200549322007
25311,0.0002374270122807773
141994,0.0013254579101366249
301403,0.19951335128038716
351419,0.28149341845225573
48429,0.13226512716296038
306061,0.0002724241604486436
350669,0.0009029963876148922
366244,0.44540781834024157
461221,0.00048111140518488
147509,0.44679541755957025
20304,0.19736910788653572
246871,0.000746838901724887
64293,0.00047491866641577625
256913,0.1043568452750026
373033,0.4038184448123431
224531,0.2219710167609721
16184,0.2269005492280008
120399,0.0004488094934179269
249828,0.41255821204878124
79734,0.003985567306850891
18370,0.4479538637717836
288503,0.001289653245871984
244651,0.08555460400208532
180686,0.4504387263614792
274234,0.42978317802104454
134833,0.0003504664676585046
215500,0.09187026436805273
456659,0.008900892147985508
92364,0.44082456207050513
362564,0.00037103295350633843
383001,0.0003618164910872823
142472,0.0011655184639640806
375933,0.026810722528020747
122094,0.3468028676230269
240361,0.1155213255040111
228139,0.0003671435848885702
186661,0.447065861547427
223405,0.44093850261070444
122149,0.137440246418096
227498,0.06814864133011721
88629,0.01810012322640592
83783,0.4234279945690465
